Assignee,Closed,Opened,Opener,Spendtime,Summary,Type
,2015/03/01 12:12:00,2015/02/26 15:41:26,tarek_abouzeid,73834,"spark-submit giving Exception in thread ""main"" java.lang.NoSuchMethodError: org.apache.spark.sql.hive.HiveContext.sql(Ljava/lang/String;)Lorg/apache/spark/sql/SchemaRDD;",Question
,2015/03/02 21:16:50,2015/02/26 12:15:02,waterman,32508,Fix the percent bug in tablesample,Bug
,2015/02/26 11:01:27,2015/02/26 11:00:53,prasad.ch,34,"""java.util.NoSuchElementException: key not found: xyz"" ,this error is came most number of times in cluster mode while working with 1.2.1 latest version .please solve this.""	",Bug
,2015/02/26 11:35:08,2015/02/26 10:55:43,prasad.ch,2365,"""java.util.NoSuchElementException: key not found: xyz""  ,this error is came most  number of times in cluster mode  while working with 1.2.1 latest version .please solve this.""",Bug
viirya,2015/02/27 03:08:11,2015/02/26 09:39:24,viirya,62927,Avoiding duplicate Parquet schema merging,Improvement
liyezhang556520,2015/03/13 18:07:14,2015/02/26 09:29:46,liyezhang556520,31048,EventLog process logic has race condition with Akka actor system,Bug
hseagle,2015/02/27 12:37:07,2015/02/26 06:46:16,hseagle,21051,"the description abou the ""spark.worker.cleanup.enabled"" is not matched with the code",Documentation
brkyvz,2015/02/28 07:00:17,2015/02/26 06:39:07,brkyvz,1270,Move ivy logging to System.err in --packages,Improvement
tdas,2015/02/26 21:47:49,2015/02/26 04:04:33,tdas,63796,Make KafkaUtils work in Python with kafka-assembly provided as --jar or maven package provided as --packages,Bug
MechCoder,2015/03/21 00:17:56,2015/02/26 02:53:21,josephkb,77075,Helper method for GradientBoostedTrees to compute validation error,New Feature
yhuai,2015/02/27 04:46:35,2015/02/26 02:24:04,yhuai,8551,"When a data source table has too many columns, it's schema cannot be stored in metastore.",Bug
,2015/02/26 14:42:34,2015/02/26 02:02:39,yhuai,45595,ParquetConversions fails to replace the destination MetastoreRelation of an InsertIntoTable node to ParquetRelation2,Bug
,2015/03/13 15:59:33,2015/02/25 23:52:38,boyork,58015,GraphX `diff` test incorrectly operating on values (not VertexId's),Bug
lian cheng,2015/03/03 06:44:39,2015/02/25 23:46:15,andrewor14,25104,Flaky test: o.a.s.sql.columnar.PartitionBatchPruningSuite,Bug
cheolsoo,2015/03/24 10:58:29,2015/02/25 22:58:25,cheolsoo,43204,NoSuchMethodError in Spark app is swallowed by YARN AM,Bug
,2015/02/26 17:04:51,2015/02/25 21:01:23,yhuai,72208,Cannot read the parquet table after overwriting the existing table when spark.sql.parquet.cacheMetadata=true,Bug
davies,2015/02/26 18:46:52,2015/02/25 19:54:39,josephkb,82333,Backport Python doc source code link fix to 1.2,Documentation
,2015/02/25 23:30:05,2015/02/25 18:29:52,pankajarora12,18013,Out of disk space due to Spark not deleting shuffle files of lost executors,Bug
lian cheng,2015/02/25 23:21:00,2015/02/25 17:19:01,lian cheng,21719,Exception thrown when reading Spark SQL generated Parquet files with different but compatible schemas,Bug
davies,2015/02/25 17:11:01,2015/02/25 16:59:17,cchayden,704,zip two rdds derived from pickleFile fails,Bug
jackylk,2015/02/26 18:43:41,2015/02/25 13:11:15,jackylk,19946,Add numRows param in DataFrame.show,Bug
viirya,2015/02/26 19:04:08,2015/02/25 10:41:04,viirya,30184,Pick the best model when training GradientBoostedTrees with validation,Improvement
,2015/02/25 09:28:40,2015/02/25 08:32:25,derrickburns,3375,"Spark should offer a ""sync"" method that guarantees that RDDs are eagerly evaluated and persisted",Improvement
,2015/02/25 23:24:50,2015/02/25 07:02:04,viirya,58966,Remove duplicate Literal matching block,Improvement
marmbrus,2015/02/25 18:14:29,2015/02/25 01:03:17,mengxr,61872,DataFrame.collect() doesn't recognize UDTs,Bug
davies,2015/02/25 21:32:11,2015/02/25 00:46:27,rxin,74744,Python DataFrame documentation fixes,Sub-task
tdas,2015/02/28 17:18:07,2015/02/25 00:44:12,tdas,59635,Published Kafka-assembly JAR was empty in 1.3.0-RC1,Bug
MechCoder,2015/03/25 21:45:36,2015/02/24 23:59:15,josephkb,78381,Model import/export for GaussianMixtureModel,Sub-task
yinxusen,2015/03/11 07:32:10,2015/02/24 23:58:19,josephkb,27231,Model import/export for KMeansModel,Sub-task
rxin,2015/02/25 02:59:44,2015/02/24 23:57:14,rxin,10950,sortBy -> orderBy in Python,Sub-task
,2015/03/01 02:57:36,2015/02/24 22:54:38,rxin,14578,TimSort broken,Bug
srowen,2015/02/28 15:25:06,2015/02/24 22:20:54,srowen,61452,Don't respond to HTTP TRACE in HTTP-based UIs,Improvement
kayousterhout,2015/02/25 23:01:49,2015/02/24 21:51:57,kayousterhout,4192,Remove Local Read Time,Bug
brkyvz,2015/02/28 07:00:09,2015/02/24 21:35:05,brkyvz,33904,`--packages` should not exclude spark streaming assembly jars for kafka and flume ,Bug
,2015/03/03 00:49:23,2015/02/24 20:51:58,mnazario,14245,PySpark SPARK_CLASSPATH doesn't distribute jars to executors,Bug
mengxr,2015/02/26 07:43:45,2015/02/24 20:16:59,mengxr,41206,Factors returned by ALS do not have partitioners associated.,Bug
andrewor14,2015/02/26 05:57:22,2015/02/24 20:05:50,andrewor14,35492,SparkSubmit --jars not present on driver in python,Bug
josephkb,2015/02/26 00:13:43,2015/02/24 19:59:44,josephkb,15239,Add save/load to examples in ML guide,Documentation
davies,2015/02/25 17:11:01,2015/02/24 18:57:03,davies,80038,zip two rdd with AutoBatchedSerializer will fail,Bug
straka,2015/02/25 21:35:08,2015/02/24 09:41:04,straka,42844,Temporary directories are not removed (but their content is),Bug
lian cheng,2015/02/24 18:49:35,2015/02/24 07:35:49,marmbrus,40426,Parquet warning in spark-shell,Bug
tdas,2015/02/24 19:03:37,2015/02/24 06:48:59,tdas,44078,JobProgressListener.stageIdToActiveJobIds never cleared,Bug
andrewor14,2015/02/24 19:08:41,2015/02/24 04:29:24,tdas,52757,Spark UI does not show main class when running app in standalone cluster mode,Bug
,2015/02/24 23:41:43,2015/02/24 02:15:12,javadba,77191,[MLLIB] Python support for Power Iteration Clustering,Bug
mengxr,2015/02/24 06:09:32,2015/02/24 01:44:34,mengxr,15898,Update block matrix user guide,Documentation
mengxr,2015/03/24 18:44:03,2015/02/23 22:12:10,mengxr,73913,Add checkpointInterval to ALS,New Feature
coderxiang,2015/03/23 17:11:26,2015/02/23 21:57:32,mengxr,69234,Add topByKey to pair RDDs,New Feature
,2015/03/15 17:17:39,2015/02/23 20:48:06,salex89,73773,NoSuchMethodException with a Kafka input stream and custom decoder in Scala,Bug
marmbrus,2015/02/24 21:40:27,2015/02/23 20:15:08,marmbrus,5119,Failure to lock metastore client in tableExists(),Bug
sb58,2015/02/26 22:29:25,2015/02/23 17:46:26,sb58,16979,Remove unreachable driver memory properties in yarn client mode (YarnClientSchedulerBackend),Bug
,2015/03/03 03:34:05,2015/02/23 17:05:46,viirya,37699,Insert array into a metastore table saved as parquet should work when using datasource api,Bug
irashid,2015/03/04 12:20:36,2015/02/23 14:35:58,ptorok,78278,Driver program has to register roaring bitmap classes used by spark with Kryo when number of partitions is greater than 2000,Bug
,2015/02/25 23:15:08,2015/02/22 22:07:30,nchammas,4058,Python release docs say SNAPSHOT + Author is missing,Documentation
jerryshao,2015/02/23 11:28:43,2015/02/22 19:38:38,jerryshao,57005,Update the API to remove several warns in building for Spark Streaming,Improvement
,2015/02/27 00:04:37,2015/02/22 08:07:56,viirya,57401,DataFrame should not do query optimization when dataFrameEagerAnalysis is off,Improvement
jackylk,2015/02/23 16:48:07,2015/02/21 13:56:40,jackylk,10287,Make FPGrowth example app take parameters,Bug
hshreedharan,2015/02/21 18:02:16,2015/02/21 00:09:52,hshreedharan,64344,ClientSuite must set SPARK_YARN_MODE to true to ensure correct SparkHadoopUtil implementation is used.,Bug
,2015/02/24 01:19:20,2015/02/21 00:07:34,yhuai,4306,Accept MapType in the schema provided to a JSON dataset.,Sub-task
srowen,2015/02/26 10:50:56,2015/02/20 22:00:43,andrewor14,46213,Documented default of spark.shuffle.io.retryWait is confusing,Improvement
,2015/02/23 22:52:14,2015/02/20 18:12:30,viirya,16784,Modify FPGrowth's partition strategy to reduce transactions in partitions,Improvement
,2015/02/25 23:37:40,2015/02/20 17:44:50,yanboliang,21170,[SQL] DataFrame.explain() return false result for DDL command,Bug
boyork,2015/03/16 08:06:58,2015/02/20 10:27:05,maropu,77993,"Add diff(other: RDD[VertexId, VD]) in VertexRDD",Improvement
,2015/03/14 07:56:09,2015/02/20 09:50:49,daschl,79520,Task/Stage always in pending on foreachPartition in UI,Bug
,2015/02/27 12:48:35,2015/02/20 02:52:28,derrickburns,35767,Distinct is broken,Bug
judynash,2015/02/26 11:16:23,2015/02/19 23:54:46,judynash,40897,Enable spark-submit to run requiring only user permission on windows,Bug
avulanov,2015/02/23 21:25:14,2015/02/19 22:38:00,josephkb,82034,Programming guide for feature selection,Documentation
,2015/03/21 20:28:25,2015/02/19 21:52:43,yhuai,81342,Make Column.cast(to: String) support fixed precision and scale decimal type,Improvement
marmbrus,2015/02/24 18:53:33,2015/02/19 20:30:48,yhuai,80565,"DataFrame.selectExpr(""col as newName"") does not work",Bug
,2015/02/20 08:20:34,2015/02/19 16:31:18,yhuai,56956,Add a clearCache command to Spark SQL's cache manager,Task
,2015/03/18 01:59:16,2015/02/19 14:36:27,viirya,40969,Hive udtf with single alias should be resolved correctly,Bug
,2015/02/19 17:01:42,2015/02/19 14:21:06,viirya,9636,Selected column from DataFrame should not re-analyze logical plan,Bug
,2015/02/19 07:36:23,2015/02/19 03:55:04,kayousterhout,13279,Input read size can be incorrect when using Hadoop version <2.5,Bug
rxin,2015/02/24 23:38:57,2015/02/19 00:27:27,josephkb,83490,DataFrame methods with varargs do not work in Java,Sub-task
,2015/03/21 22:18:39,2015/02/19 00:23:03,manojsamel,78936,Add support for Decimal type in SQL Table caching,Improvement
josephkb,2015/02/19 20:46:47,2015/02/18 23:22:33,josephkb,77054,"PipelineStage.transformSchema should be public, not private",Improvement
mengxr,2015/02/20 02:06:38,2015/02/18 22:43:41,mengxr,12177,Wrap the results returned by PIC and FPGrowth in case classes,Bug
,2015/02/19 10:35:50,2015/02/18 21:42:26,mkman84,46404,Viewing specific stage information which contains thousands of tasks will freak out the driver and CPU cores from where it runs,Bug
davies,2015/02/20 23:35:29,2015/02/18 21:35:37,marmbrus,7192,Can't create DataFrame from Pandas data frame,Bug
mengxr,2015/02/19 00:31:59,2015/02/18 21:29:47,mengxr,10932,Add PIC code example to user guide,Documentation
davies,2015/02/20 23:35:31,2015/02/18 21:24:59,marmbrus,7832,toDF in python doesn't work with tuple/list w/o names,Bug
josephkb,2015/02/20 10:31:59,2015/02/18 19:27:20,josephkb,54279,"Clean up ML, MLlib docs for 1.3 release",Documentation
zhazhan,2015/02/19 23:15:24,2015/02/18 19:17:55,zzhan,14249,remove pid file in spark-daemon.sh after killing the process.,Bug
,2015/02/20 17:22:13,2015/02/18 19:02:41,Tech20nn,80372,Class not found exception  com.datastax.spark.connector.rdd.partitioner.CassandraPartition,Bug
,2015/03/16 00:24:48,2015/02/18 01:29:39,florianverhein,82509,spary_ec2.py should expose/return master and slave lists (e.g. write to file),Improvement
davies,2015/02/18 09:01:24,2015/02/18 00:47:37,davies,29627,Python DataFrame.repartition() is broken,Bug
,2015/02/18 00:34:30,2015/02/18 00:24:58,kayousterhout,572,Scheduler delay is incorrect for running tasks,Bug
,2015/02/18 01:51:04,2015/02/17 22:26:15,yhuai,12289,logical.Project should not be resolved if it contains aggregates or generators,Bug
marmbrus,2015/02/24 01:35:37,2015/02/17 20:55:03,marmbrus,16834,Can't see partially analyzed plans,Bug
davies,2015/02/17 23:44:56,2015/02/17 19:58:18,marmbrus,13598,pyspark shell should start up with SQL/HiveContext,Bug
davies,2015/02/17 21:51:13,2015/02/17 19:57:46,marmbrus,6807,Explain in python should output using python,Bug
,2015/02/17 20:03:28,2015/02/17 19:50:06,kai-zeng,802,Exception when deleting Spark local dirs when shutting down DiskBlockManager,Bug
marmbrus,2015/02/17 21:24:04,2015/02/17 19:46:25,marmbrus,5859,Python UDFs broken by analysis check in HiveContext,Bug
josephkb,2015/02/20 10:31:48,2015/02/17 19:30:53,josephkb,54055,"Update spark.ml docs with DataFrame, Python examples",Documentation
davies,2015/02/18 09:16:40,2015/02/17 18:11:40,davies,54300,support .jar as python package,Improvement
,2015/02/17 20:23:42,2015/02/17 15:20:08,viirya,18214,Only transformUp the given plan once in HiveMetastoreCatalog,Improvement
,2015/02/17 17:07:51,2015/02/17 10:43:36,sb58,23055,[yarn-client mode] Application master should not use memory = spark.driver.memory,Bug
JeroenWarmerdam,2015/02/21 20:43:31,2015/02/17 10:38:15,JeroenWarmerdam,36316,JdbcRDD: overflow on large range with high number of partitions,Bug
davies,2015/02/19 05:45:20,2015/02/17 08:56:42,davies,74918,fix Data Frame Python API ,Sub-task
mengxr,2015/02/17 18:17:59,2015/02/17 08:23:59,mengxr,35640,Using first() to get feature size causes performance regression,Bug
,2015/02/17 08:21:59,2015/02/17 07:57:33,brkyvz,1466,pyspark PYTHONPATH not properly set up?,Bug
pwendell,2015/02/18 09:16:16,2015/02/17 07:32:03,pwendell,6253,"In Maven build script, launch Zinc with more memory",Improvement
rxin,2015/02/17 04:43:31,2015/02/17 02:59:05,rxin,6266,Schema support in Row,Sub-task
,2015/02/17 23:48:35,2015/02/17 00:11:26,yhuai,85029,Fail to convert a newly created empty metastore parquet table to a data source parquet table.,Bug
pwendell,2015/02/18 09:15:51,2015/02/16 23:03:18,pwendell,36753,Remove experimental label for Scala 2.11 and FlumePollingStream,Bug
joshrosen,2015/02/17 02:08:44,2015/02/16 22:52:50,joshrosen,11754,Handle more types of invalid JSON requests in SubmitRestProtocolMessage.parseAction,Bug
matt.whelan,2015/02/17 01:00:43,2015/02/16 21:58:03,matt.whelan,10960,ConsoleProgressBar timer thread leaks SparkContext,Bug
kayousterhout,2015/02/19 02:05:25,2015/02/16 21:28:46,kayousterhout,16599,Spark SQL does not correctly set job description and scheduler pool,Bug
ilganeli,2015/03/13 13:21:16,2015/02/16 21:07:47,kayousterhout,58409,Time to cleanup spilled shuffle files not included in shuffle write time,Bug
mccheah,2015/03/19 12:52:21,2015/02/16 20:22:28,mcheah,59393,Expose all parameters in JavaPairRDD.combineByKey(),New Feature
matt.whelan,2015/02/19 07:52:02,2015/02/16 19:29:20,matt.whelan,44562,Memory leak in DiskBlockManager,Bug
,2015/02/18 22:03:03,2015/02/16 19:08:39,rxin,10464,HiveContext cannot be serialized due to tuple extraction,Bug
yhuai,2015/02/17 00:07:21,2015/02/16 17:49:03,yhuai,22698,HiveMetastoreCatalog does not recognize table names and aliases of data source tables.,Bug
,2015/03/06 13:08:10,2015/02/16 16:03:45,tvas,75865,Changing SPARK_LOCAL_DIRS option in spark-env.sh does not take effect without daemon restart,Bug
,2015/02/25 15:52:24,2015/02/16 14:53:43,m.capuccini,3521,HTTP 500 if try to access Spark UI in yarn-cluster or yarn-client mode,Bug
,2015/02/17 11:13:24,2015/02/16 11:55:06,sams,83898,"Unit test causes java.io.FileNotFoundException on localhost for file ""broadcast_1""",Bug
,2015/03/04 03:58:02,2015/02/16 09:56:16,cnstar9988,64906,spark 1.2.1 officical package bundled with httpclient 4.1.2 is too old,Improvement
,2015/02/16 20:52:36,2015/02/16 09:56:06,lian cheng,39390,Adds REFRESH TABLE command to refresh external data sources tables,Bug
meiyoula,2015/02/16 14:55:04,2015/02/16 06:49:24,meiyoula,29140,"When checkpoint file size is bigger than 10, then delete them",Improvement
,2015/02/24 11:06:23,2015/02/16 06:33:46,Sephiroth-Lin,16357,Don't create unnecessary directory for local root dir,Improvement
,2015/02/17 09:12:02,2015/02/16 03:12:12,cnstar9988,21590,JavaStreamingContext.fileStream run task loop repeated  empty when no more new files found,Bug
maropu,2015/02/15 14:43:00,2015/02/15 13:32:42,maropu,4218,Add missing imports in the example of SQLContext,Documentation
jerryshao,2015/02/17 10:47:20,2015/02/15 07:47:07,cnstar9988,10813,JavaStreamingContext.fileStream cause Configuration NotSerializableException,Bug
chenghao,2015/02/19 20:08:43,2015/02/15 07:07:11,chenghao,46892,Failure stopping Services while command line argument is too long,Bug
,2015/02/16 20:31:53,2015/02/15 04:21:16,adrian-wang,58237,CTAS should set null format in hive-0.13.1,Bug
ligangty,2015/02/14 20:47:03,2015/02/14 20:42:45,srowen,258,Add add-source goal in Scala plugin for Eclipse,Bug
yanboliang,2015/03/21 03:22:03,2015/02/14 17:29:43,yanboliang,35540,JSONRelation and ParquetRelation2 should check if delete is successful for the overwrite operation.,Bug
,2015/02/26 00:56:47,2015/02/14 15:24:36,lebigot,34331,Example does not work when using SOCKS proxy,Bug
,2015/02/14 21:20:26,2015/02/14 13:48:46,emres,27100,Backport of SPARK-5805 to branch-1.2,Task
andrewor14,2015/02/25 01:33:03,2015/02/14 01:39:12,andrewor14,86031,Add huge backward compatibility warning in DriverWrapper,Bug
srowen,2015/02/16 17:05:24,2015/02/14 01:06:35,mengxr,57529,Deprecate SVDPlusPlus APIs that expose DoubleMatrix from JBLAS,Bug
mengxr,2015/03/12 08:39:19,2015/02/14 01:04:47,mengxr,27272,Remove JBLAS from runtime dependencies,Dependency upgrade
,2015/02/16 10:14:39,2015/02/13 23:48:43,florianverhein,37556,Spark-ec2: Switch to OracleJDK,Improvement
brkyvz,2015/02/18 01:23:49,2015/02/13 22:13:03,brkyvz,11446,Documentation for --packages and --repositories on Spark Shell,Documentation
joshrosen,2015/02/18 01:48:02,2015/02/13 22:11:16,brkyvz,13006,Maven Coordinate Inclusion failing in pySpark,Bug
josephkb,2015/02/27 12:51:11,2015/02/13 21:43:37,dparekh,54454,OutOfMemoryError in logDebug in RandomForest.scala,Bug
,2015/02/14 10:59:34,2015/02/13 20:53:59,prudenko,50735,Parallel grid search ,New Feature
mengxr,2015/02/13 23:09:44,2015/02/13 20:47:22,mengxr,8542,Organize sections in mllib-clustering.md,Improvement
emres,2015/02/14 21:24:51,2015/02/13 19:49:05,emres,5746,Fix the type error in the final example given in MLlib - Clustering documentation,Documentation
